ID, FILENAME, URI,TITLE,AUTHOR,UPLOAD_DATE,DURATION,TOPIC1,TOPIC2,TOPIC3
1295,LeeCronin_2011G.stm,/talks/lee_cronin_making_matter_come_alive,Making matter come alive,Lee Cronin,2011-09-08,15M11S,biology,science,marine biology
1296,LeeCronin_2012G.stm,/talks/lee_cronin_print_your_own_medicine,Print your own medicine,Lee Cronin,2013-02-07,3M6S,chemistry,health care,medical research
1297,LeeHotz_2010G.stm,/talks/lee_hotz_inside_an_antarctic_time_machine,Inside an Antarctic time machine,Lee Hotz,2010-08-24,9M45S,climate change,science,Antarctica
1298,LeeMokobe_2015W.stm,/talks/lee_mokobe_a_powerful_poem_about_what_it_feels_like_to_be_transgender,A powerful poem about what it feels like to be transgender,Lee Mokobe,2015-06-12,4M21S,TED Fellows,Transgender,gender
1299,LeeSmolin_2003.stm,/talks/lee_smolin_science_and_democracy,Science and democracy,Lee Smolin,2008-11-10,12M25S,String theory,community,global issues
1300,LeilaHoteit_2016S.stm,/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman,3 lessons on success from an Arab businesswoman,Leila Hoteit,2016-07-11,14M2S,women in business,women,Middle East
1301,LemnSissay_2012X.stm,/talks/lemn_sissay_a_child_of_the_state,A child of the state,Lemn Sissay,2012-10-24,15M17S,TEDx,culture,spoken word
1302,LemonAndersen_2011Y.stm,/talks/lemon_andersen_please_don_t_take_my_air_jordans,Please don't take my Air Jordans,Lemon Andersen,2012-12-07,8M55S,poetry,spoken word,performance
1303,LennartGreen_2005.stm,/talks/juan_enriquez_the_life_code_that_will_reshape_the_future,The life code that will reshape the future,Juan Enriquez,2007-04-05,22M20S,DNA,biotech,business
1304,LeonardSusskind_2011X.stm,/talks/leonard_susskind_my_friend_richard_feynman,My friend Richard Feynman,Leonard Susskind,2011-05-13,14M41S,TEDx,culture,history
1305,LesleyHazleton_2010X.stm,/talks/lesley_hazleton_on_reading_the_koran,On reading the Koran,Lesley Hazleton,2011-01-04,9M33S,TEDx,culture,global issues
1306,LesleyHazleton_2013G.stm,/talks/lesley_hazleton_the_doubt_essential_to_faith,The doubt essential to faith,Lesley Hazleton,2013-06-24,13M45S,Islam,culture,global issues
1307,LeslieChang_2012G.stm,/talks/leslie_t_chang_the_voices_of_china_s_workers,The voices of China's workers,Leslie T. Chang,2012-09-12,14M25S,Asia,china,consumerism
1308,LeslieMorganSteiner_2012X.stm,/talks/leslie_morgan_steiner_why_domestic_violence_victims_don_t_leave,Why domestic violence victims don't leave,Leslie Morgan Steiner,2013-01-25,15M59S,culture,global issues,love
1309,LewisPugh_2009G.stm,/talks/lewis_pugh_how_i_swam_the_north_pole,How I swam the North Pole,Lewis Pugh,2009-09-09,18M53S,climate change,science,sports
1310,LewisPugh_2010G.stm,/talks/lewis_pugh_my_mind_shifting_everest_swim,My mind-shifting Everest swim,Lewis Pugh,2010-07-30,9M45S,activism,climate change,global issues
1311,LeylaAcaroglu_2013.stm,/talks/leyla_acaroglu_paper_beats_plastic_how_to_rethink_environmental_folklore,Paper beats plastic? How to rethink environmental folklore,Leyla Acaroglu,2014-02-11,18M7S,design,sustainability,
1312,LeymahGbowee_2012.stm,/talks/leymah_gbowee_unlock_the_intelligence_passion_greatness_of_girls,"Unlock the intelligence, passion, greatness of girls",Leymah Gbowee,2012-03-28,14M39S,global issues,social change,women
1313,LianPinKoh_2013G.stm,/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation,A drone's-eye view of conservation,Lian Pin Koh,2013-11-18,13M30S,animals,drones,global issues
1314,LidiaYuknavitch_2016.stm,/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit,The beauty of being a misfit,Lidia Yuknavitch,2016-05-23,12M58S,creativity,books,beauty
1315,LindaCliattWayman_2015W.stm,/talks/linda_cliatt_wayman_how_to_fix_a_broken_school_lead_fearlessly_love_hard,"How to fix a broken school? Lead fearlessly, love hard",Linda Cliatt-Wayman,2015-06-05,17M7S,education,leadership,poverty
1316,LindaHill_2014X.stm,/talks/linda_hill_how_to_manage_for_collective_creativity,How to manage for collective creativity,Linda Hill,2015-03-13,17M17S,business,collaboration,creativity
1317,LindaLiukas_2015X.stm,/talks/linda_liukas_a_delightful_way_to_teach_kids_about_computers,A delightful way to teach kids about computers,Linda Liukas,2016-02-01,11M3S,algorithm,computers,creativity
1318,LinusTorvalds_2016.stm,/talks/linus_torvalds_the_mind_behind_linux,The mind behind Linux,Linus Torvalds,2016-04-08,21M30S,code,data,computers
1319,LisaBu_2013.stm,/talks/lisa_bu_how_books_can_open_your_mind,How books can open your mind,Lisa Bu,2013-05-31,6M16S,creativity,culture,entertainment
1320,LisaDyson_2016S.stm,/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food,A forgotten Space Age technology could change how we grow food,Lisa Dyson,2016-07-18,11M55S,agriculture,bacteria,business
1321,LisaGansky_2011S.stm,/talks/lisa_gansky_the_future_of_business_is_the_mesh,"The future of business is the ""mesh""",Lisa Gansky,2011-02-17,14M47S,business,technology,
1322,LisaGenova_2017.stm,/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s,What you can do to prevent Alzheimer's,Lisa Genova,2017-04-28,13M56S,aging,disease,future
1323,LisaHarouni_2011S.stm,/talks/lisa_harouni_a_primer_on_3d_printing,A primer on 3D printing,Lisa Harouni,2012-01-23,14M49S,business,design,technology
1324,LisaKristine_2012X.stm,/talks/lisa_kristine_photos_that_bear_witness_to_modern_slavery,Photos that bear witness to modern slavery,Lisa Kristine,2012-08-11,19M21S,Slavery,global issues,photography
1325,LisaMargonelli_2010X.stm,/talks/lisa_margonelli_the_political_chemistry_of_oil,The political chemistry of oil,Lisa Margonelli,2010-08-26,17M14S,TEDx,energy,environment
1326,LisaNip_2015X.stm,/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space,How humans could evolve to survive in space,Lisa Nip,2016-03-30,12M51S,TEDx,bacteria,biology
1327,LiuBolin_2013.stm,/talks/liu_bolin_the_invisible_man,The invisible man,Liu Bolin,2013-05-15,7M46S,china,global issues,identity
1328,LizaDonnelly_2010W.stm,/talks/liza_donnelly_drawing_on_humor_for_change,Drawing on humor for change,Liza Donnelly,2011-01-26,6M42S,art,comedy,culture
1329,LizColeman_2009.stm,/talks/liz_coleman_a_call_to_reinvent_liberal_arts_education,A call to reinvent liberal arts education,Liz Coleman,2009-06-01,18M38S,activism,collaboration,creativity
1330,LizDiller_2007P.stm,/talks/liz_diller_the_blur_building_and_other_tech_empowered_architecture,The Blur Building and other tech-empowered architecture,Liz Diller,2008-10-02,19M24S,architecture,art,cities
1331,LizDiller_2012.stm,/talks/liz_diller_a_new_museum_wing_in_a_giant_bubble,A new museum wing ... in a giant bubble,Liz Diller,2012-04-30,12M6S,architecture,cities,creativity
1332,LordNicholasStern_2014S.stm,/talks/lord_nicholas_stern_the_state_of_the_climate_and_what_we_might_do_about_it,The state of the climate — and what we might do about it,Lord Nicholas Stern,2014-09-22,16M33S,business,climate change,economics
1333,LorettaNapoleoni_2009G.stm,/talks/loretta_napoleoni_the_intricate_economics_of_terrorism,The intricate economics of terrorism,Loretta Napoleoni,2009-12-14,15M44S,corruption,economics,global issues
1334,LorrieCranor_2014X.stm,/talks/lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd,What’s wrong with your pa$$w0rd?,Lorrie Faith Cranor,2014-06-24,17M41S,TEDx,business,communication
1335,LouieSchwartzberg_2011U.stm,/talks/louie_schwartzberg_the_hidden_beauty_of_pollination,The hidden beauty of pollination,Louie Schwartzberg,2011-05-06,7M48S,beauty,bees,evolution
1336,LouieSchwartzberg_2011X.stm,/talks/louie_schwartzberg_nature_beauty_gratitude,Nature. Beauty. Gratitude.,Louie Schwartzberg,2012-11-22,9M47S,TEDx,biodiversity,biology
1337,LouieSchwartzberg_2014.stm,/talks/louie_schwartzberg_hidden_miracles_of_the_natural_world,Hidden miracles of the natural world,Louie Schwartzberg,2014-04-09,7M24S,bacteria,film,insects
1338,LouiseFresco_2009.stm,/talks/louise_fresco_we_need_to_feed_the_whole_world,We need to feed the whole world,Louise Fresco,2009-05-07,18M,business,food,global issues
1339,LouiseLeakey_2008.stm,/talks/louise_leakey_a_dig_for_humanity_s_origins,A dig for humanity's origins,Louise Leakey,2008-07-23,15M36S,Africa,ancient world,anthropology
1340,LucaTurin_2005.stm,/talks/helen_fisher_why_we_love_why_we_cheat,"Why we love, why we cheat",Helen Fisher,2006-09-06,23M27S,cognitive science,culture,evolution
1341,LucianneWalkowicz_2011G.stm,/talks/lucianne_walkowicz_finding_planets_around_other_stars,Finding planets around other stars,Lucianne Walkowicz,2011-08-11,4M24S,TED Fellows,exploration,science
1342,LucianneWalkowicz_2015U.stm,/talks/lucianne_walkowicz_let_s_not_use_mars_as_a_backup_planet,Let's not use Mars as a backup planet,Lucianne Walkowicz,2015-12-15,5M50S,TED Fellows,future,humanity
1343,LucienEngelen_2011X.stm,/talks/lucien_engelen_crowdsource_your_health,Crowdsource your health,Lucien Engelen,2012-02-15,6M12S,TEDx,health,health care
1344,LucyKalanithi_2016P.stm,/talks/lucy_kalanithi_what_makes_life_worth_living_in_the_face_of_death,What makes life worth living in the face of death,Lucy Kalanithi,2017-05-16,16M9S,TEDMED,cancer,medicine
1345,LucyMcRae_2012.stm,/talks/lucy_mcrae_how_can_technology_transform_the_human_body,How can technology transform the human body?,Lucy McRae,2012-04-06,3M59S,TED Fellows,architecture,design
1346,LudwickMarishane_2012S.stm,/talks/ludwick_marishane_a_bath_without_water,A bath without water,Ludwick Marishane,2012-12-04,5M13S,Africa,business,entrepreneur
1347,LuisVonAhn_2011X.stm,/talks/luis_von_ahn_massive_scale_online_collaboration,Massive-scale online collaboration,Luis von Ahn,2011-12-06,16M39S,Internet,TEDx,collaboration
1348,LukeSyson_2013X.stm,/talks/luke_syson_how_i_learned_to_stop_worrying_and_love_useless_art,"How I learned to stop worrying and love ""useless"" art",Luke Syson,2014-01-16,13M11S,TEDx,art,design
1349,LuxNarayan_2017S.stm,/talks/lux_narayan_what_i_learned_from_2_000_obituaries,"What I learned from 2,000 obituaries",Lux Narayan,2017-03-01,6M8S,death,aging,communication
1350,LZGranderson_2012X.stm,/talks/lz_granderson_the_myth_of_the_gay_agenda,The myth of the gay agenda,LZ Granderson,2012-06-15,17M51S,TEDx,gender,humor
1351,MaajidNawaz_2011G.stm,/talks/maajid_nawaz_a_global_culture_to_fight_extremism,A global culture to fight extremism,Maajid Nawaz,2011-07-14,17M53S,culture,democracy,global issues
1352,MacBarnett_2014X.stm,/talks/mac_barnett_why_a_good_book_is_a_secret_door,Why a good book is a secret door,Mac Barnett,2014-09-17,16M59S,books,creativity,science fiction
1353,MacStone_2015X.stm,/talks/mac_stone_stunning_photos_of_the_endangered_everglades,Stunning photos of the endangered Everglades,Mac Stone,2015-09-30,19M15S,TEDx,activism,animals
1354,MadeleineAlbright_2010W.stm,/talks/madeleine_albright_on_being_a_woman_and_a_diplomat,On being a woman and a diplomat,Madeleine Albright,2011-02-18,12M59S,business,gender,Middle East
1355,MaeJemison_2002.stm,/talks/mae_jemison_teach_arts_and_sciences_together,Teach arts and sciences together,Mae Jemison,2009-05-05,14M48S,art,dance,education
1356,MagdaSayeg_2015Y.stm,/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement,How yarn bombing grew into a worldwide movement,Magda Sayeg,2016-03-01,5M30S,beauty,entertainment,street art
1357,MagnusLarsson_2009G.stm,/talks/magnus_larsson_turning_dunes_into_architecture,Turning dunes into architecture,Magnus Larsson,2009-11-25,11M43S,Africa,architecture,bacteria
1358,MairaKalman_2007.stm,/talks/maira_kalman_the_illustrated_woman,The illustrated woman,Maira Kalman,2007-10-16,17M30S,art,culture,design
1359,MajoraCarter_2006.stm,/talks/jacqueline_novogratz_patient_capitalism,Patient capitalism,Jacqueline Novogratz,2007-08-12,18M23S,business,global issues,medicine
1360,MajoraCarter_2010X.stm,/talks/majora_carter_3_stories_of_local_eco_entrepreneurship,3 stories of local eco-entrepreneurship,Majora Carter,2010-12-22,17M59S,TEDx,business,cities
1361,MalcolmGladwell_2004.stm,/talks/cameron_sinclair_my_wish_a_call_for_open_source_architecture,My wish: A call for open-source architecture,Cameron Sinclair,2006-07-25,23M34S,activism,architecture,collaboration
1362,MalcolmGladwell_2011G.stm,/talks/malcolm_gladwell_the_strange_tale_of_the_norden_bombsight,The strange tale of the Norden bombsight,Malcolm Gladwell,2011-10-26,15M,drones,invention,war
1363,MalcolmGladwell_2013S.stm,/talks/malcolm_gladwell_the_unheard_story_of_david_and_goliath,The unheard story of David and Goliath,Malcolm Gladwell,2013-09-30,15M40S,ancient world,entertainment,history
1364,MalcolmLondon_2013S.stm,/talks/malcolm_london_high_school_training_ground,"""High School Training Ground""",Malcolm London,2013-05-08,3M,education,poetry,
1365,MallikaSarabhai_2009I.stm,/talks/mallika_sarabhai_dance_to_change_the_world,Dance to change the world,Mallika Sarabhai,2009-11-26,16M52S,culture,dance,entertainment
1366,MallorySoldner_2016S.stm,/talks/mallory_freeman_your_company_s_data_could_help_end_world_hunger,Your company's data could help end world hunger,Mallory Freeman,2016-11-02,11M15S,humanity,data,collaboration
1367,MalteSpitz_2012G.stm,/talks/malte_spitz_your_phone_company_is_watching,Your phone company is watching,Malte Spitz,2012-07-24,9M56S,Europe,data,technology
1368,ManalAlSharif_2013G.stm,/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive,A Saudi woman who dared to drive,Manal al-Sharif,2013-06-14,14M16S,Islam,Middle East,culture
1369,MandyLenCatron_2015X.stm,/talks/mandy_len_catron_falling_in_love_is_the_easy_part,Falling in love is the easy part,Mandy Len Catron,2015-09-17,13M53S,TEDx,love,media
1370,MandyLenCatron_SFU_2015X.stm,/talks/mandy_len_catron_a_better_way_to_talk_about_love,A better way to talk about love,Mandy Len Catron,2017-01-09,15M17S,love,humanity,relationships
1371,ManuelLima_2015.stm,/talks/manuel_lima_a_visual_history_of_human_knowledge,A visual history of human knowledge,Manuel Lima,2015-08-18,12M49S,art,data,design
1372,ManuPrakash_2012G.stm,/talks/manu_prakash_a_50_cent_microscope_that_folds_like_origami,A 50-cent microscope that folds like origami,Manu Prakash,2014-03-07,9M21S,TED Fellows,global issues,health
1373,ManwarAli_2016X.stm,/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist,Inside the mind of a former radical jihadist,Manwar Ali,2016-10-20,17M22S,activism,community,death
1374,MarcAbrahams_2014P.stm,/talks/marc_abrahams_a_science_award_that_makes_you_laugh_then_think,"A science award that makes you laugh, then think",Marc Abrahams,2014-10-24,13M12S,humor,science,technology
1375,MarcelDicke_2010G.stm,/talks/michael_merzenich_growing_evidence_of_brain_plasticity,Growing evidence of brain plasticity,Michael Merzenich,2009-04-28,23M7S,brain,computers,consciousness
1376,MarcGoodman_2012G.stm,/talks/marc_goodman_a_vision_of_crimes_in_the_future,A vision of crimes in the future,Marc Goodman,2012-07-12,19M25S,Internet,crime,future
1377,MarcinJakubowski_2011U.stm,/talks/marcin_jakubowski_open_sourced_blueprints_for_civilization,Open-sourced blueprints for civilization,Marcin Jakubowski,2011-04-14,4M10S,TED Fellows,culture,technology
1378,MarcKoska_2009G.stm,/talks/marc_koska_1_3m_reasons_to_re_invent_the_syringe,1.3m reasons to re-invent the syringe,Marc Koska,2009-10-22,4M45S,design,health,medicine
1379,MarcKushner_2014.stm,/talks/marc_kushner_why_the_buildings_of_the_future_will_be_shaped_by_you,Why the buildings of the future will be shaped by ... you,Marc Kushner,2015-03-10,18M5S,TED Books,architecture,design
1380,MarcoAnnunziata_2013S.stm,/talks/anant_agarwal_why_massive_open_online_courses_still_matter,Why massive open online courses (still) matter,Anant Agarwal,2014-01-27,15M19S,Internet,education,technology
1381,MarcoTempest_2011G.stm,/talks/marco_tempest_the_magic_of_truth_and_lies_and_ipods,The magic of truth and lies (and iPods),Marco Tempest,2011-08-12,5M7S,art,design,entertainment
1382,MarcoTempest_2012.stm,/talks/marco_tempest_a_magical_tale_with_augmented_reality,A magical tale (with augmented reality),Marco Tempest,2012-03-30,6M31S,art,design,entertainment
1383,MarcoTempest_2012G.stm,/talks/marco_tempest_a_cyber_magic_card_trick_like_no_other,A cyber-magic card trick like no other,Marco Tempest,2012-10-26,6M35S,illusion,magic,technology
1384,MarcoTempest_2014.stm,/talks/marco_tempest_and_for_my_next_trick_a_robot,"And for my next trick, a robot",Marco Tempest,2014-05-06,6M18S,entertainment,magic,robots
1385,MarcoTempest_Session4_2012.stm,/talks/marco_tempest_the_electric_rise_and_fall_of_nikola_tesla,The electric rise and fall of Nikola Tesla,Marco Tempest,2012-06-20,6M5S,storytelling,technology,invention
1386,MarcoTempest_Session7_2011G.stm,/talks/marco_tempest_augmented_reality_techno_magic,"Augmented reality, techno-magic",Marco Tempest,2011-11-04,5M44S,entertainment,magic,technology
1387,MarcPachter_2008P.stm,/talks/marc_pachter_the_art_of_the_interview,The art of the interview,Marc Pachter,2009-12-09,20M54S,art,history,performance
1388,MarcusByrne_2012X.stm,/talks/marcus_byrne_the_dance_of_the_dung_beetle,The dance of the dung beetle,Marcus Byrne,2012-12-13,17M8S,TEDx,animals,insects
1389,MarcusduSautoy_2009G.stm,/talks/marcus_du_sautoy_symmetry_reality_s_riddle,"Symmetry, reality's riddle",Marcus du Sautoy,2009-10-29,18M19S,architecture,art,beauty
1390,MargaretBourdeaux_2015X.stm,/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over,Why civilians suffer more once a war is over,Margaret Bourdeaux,2017-03-22,14M21S,community,global issues,ebola
1391,MargaretHeffernan_2012G.stm,/talks/margaret_heffernan_dare_to_disagree,Dare to disagree,Margaret Heffernan,2012-08-06,12M56S,business,leadership,women in business
1392,MargaretHeffernan_2013X.stm,/talks/margaret_heffernan_the_dangers_of_willful_blindness,The dangers of willful blindness,Margaret Heffernan,2013-08-12,14M38S,TEDx,culture,global issues
1393,MargaretHeffernan_2015W.stm,/talks/margaret_heffernan_forget_the_pecking_order_at_work,Forget the pecking order at work,Margaret Heffernan,2015-06-16,15M47S,TED Books,business,leadership
1394,MargaretStewart_2010U.stm,/talks/margaret_gould_stewart_how_youtube_thinks_about_copyright,How YouTube thinks about copyright,Margaret Gould Stewart,2010-06-15,5M45S,art,business,creativity
1395,MargaretStewart_2014.stm,/talks/margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too,"How giant websites design for you (and a billion others, too)",Margaret Gould Stewart,2014-08-05,12M56S,business,culture,design
1396,MargaretWertheim_2009.stm,/talks/margaret_wertheim_the_beautiful_math_of_coral,The beautiful math of coral,Margaret Wertheim,2009-04-20,15M33S,art,design,math
1397,MariaBezaitis_2013S.stm,/talks/dame_ellen_macarthur_the_surprising_thing_i_learned_sailing_solo_around_the_world,The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,2015-06-29,16M47S,economics,environment,ocean
1398,MarianaMazzucato_2013G.stm,/talks/mariana_mazzucato_government_investor_risk_taker_innovator,"Government -- investor, risk-taker, innovator",Mariana Mazzucato,2013-10-28,14M4S,business,economics,finance
1399,MarianBantjes_2010.stm,/talks/marian_bantjes_intricate_beauty_by_design,Intricate beauty by design,Marian Bantjes,2010-06-22,16M28S,art,design,innovation
1400,MarianoSigman_2016.stm,/talks/mariano_sigman_your_words_may_predict_your_future_mental_health,Your words may predict your future mental health,Mariano Sigman,2016-05-24,12M14S,cognitive science,communication,future
1401,MarinaAbramovic_2015.stm,/talks/marina_abramovic_an_art_made_of_trust_vulnerability_and_connection,"An art made of trust, vulnerability and connection",Marina Abramović,2015-11-30,15M51S,art,collaboration,communication
1402,MarisaFickJordan_2007G.stm,/talks/marisa_fick_jordan_the_wonder_of_zulu_wire_art,The wonder of Zulu wire art,Marisa Fick-Jordan,2008-07-21,2M33S,Africa,art,business
1403,MarisaFickJordan_2007G2.stm,/talks/marisa_fick_jordan_the_wonder_of_zulu_wire_art,The wonder of Zulu wire art,Marisa Fick-Jordan,2008-07-21,2M33S,Africa,art,business
1404,MarkApplebaum_2012X.stm,/talks/mark_applebaum_the_mad_scientist_of_music,The mad scientist of music,Mark Applebaum,2012-08-03,16M50S,TEDx,art,music
1405,MarkBezos_2011U.stm,/talks/mark_bezos_a_life_lesson_from_a_volunteer_firefighter,A life lesson from a volunteer firefighter,Mark Bezos,2011-03-16,4M7S,community,compassion,culture
1406,MarkBittman_2007P.stm,/talks/mark_bittman_what_s_wrong_with_what_we_eat,What's wrong with what we eat,Mark Bittman,2008-05-15,20M8S,environment,food,sustainability
1407,MarkForsyth_2012X.stm,/talks/mark_forsyth_what_s_a_snollygoster_a_short_lesson_in_political_speak,What's a snollygoster? A short lesson in political speak,Mark Forsyth,2012-08-12,7M4S,TEDx,culture,language
1408,MarkhamNolan_2012S.stm,/talks/markham_nolan_how_to_separate_fact_and_fiction_online,How to separate fact and fiction online,Markham Nolan,2012-12-11,13M29S,Internet,culture,journalism
1409,MarkKendall_2013G.stm,/talks/mark_kendall_demo_a_needle_free_vaccine_patch_that_s_safer_and_way_cheaper,Demo: A needle-free vaccine patch that's safer and way cheaper,Mark Kendall,2014-01-14,13M50S,Vaccines,biology,health
1410,MarkPagel_2011G.stm,/talks/mark_pagel_how_language_transformed_humanity,How language transformed humanity,Mark Pagel,2011-08-03,20M10S,biology,communication,culture
1411,MarkPlotkin_2014G.stm,/talks/mark_plotkin_what_the_people_of_the_amazon_know_that_you_don_t,What the people of the Amazon know that you don't,Mark Plotkin,2014-11-24,16M35S,medicine,rivers,indigenous peoples
1412,MarkRonson_2014.stm,/talks/mark_ronson_how_sampling_transformed_music,How sampling transformed music,Mark Ronson,2014-05-09,16M50S,music,performance,entertainment
1413,MarkRoth_2010.stm,/talks/mark_roth_suspended_animation_is_within_our_grasp,Suspended animation is within our grasp,Mark Roth,2010-03-15,18M13S,biology,fish,health care
1414,MarkShaw_2013.stm,/talks/mark_shaw_one_very_dry_demo,One very dry demo,Mark Shaw,2013-03-26,5M31S,demo,invention,technology
1415,MarkusFischer_2011G.stm,/talks/markus_fischer_a_robot_that_flies_like_a_bird,A robot that flies like a bird,Markus Fischer,2011-07-22,6M19S,animals,biomimicry,design
1416,MarlaSpivak_2013G.stm,/talks/marla_spivak_why_bees_are_disappearing,Why bees are disappearing,Marla Spivak,2013-09-17,15M57S,bees,biodiversity,food
1417,MarleneZuk_2015W.stm,/talks/marlene_zuk_what_we_learn_from_insects_sex_lives,What we learn from insects' sex lives,Marlene Zuk,2015-07-17,11M58S,biology,insects,science
1418,MarlonPeterson_2016S.stm,/talks/marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform,Am I not human? A call for criminal justice reform,Marlon Peterson,2017-05-31,7M32S,activism,crime,humanity
1419,MartineRothblatt_2015.stm,/talks/bob_mankoff_anatomy_of_a_new_yorker_cartoon,Anatomy of a New Yorker cartoon,Bob Mankoff,2013-06-26,20M59S,design,humor,art
1420,MartinHanczyc_2011S.stm,/talks/martin_hanczyc_the_line_between_life_and_not_life,The line between life and not-life,Martin Hanczyc,2011-11-07,14M37S,biology,chemistry,science
1421,MartinJacques_2010S.stm,/talks/martin_jacques_understanding_the_rise_of_china,Understanding the rise of China,Martin Jacques,2011-01-24,21M30S,Asia,business,china
1422,MartinPistorius_2015X.stm,/talks/martin_pistorius_how_my_mind_came_back_to_life_and_no_one_knew,How my mind came back to life — and no one knew,Martin Pistorius,2015-10-01,14M8S,TEDx,brain,communication
1423,MartinRees_2005G.stm,/talks/martin_rees_is_this_our_final_century,Is this our final century?,Martin Rees,2007-01-17,17M26S,astronomy,climate change,science
1424,MartinReeves_2016S.stm,/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years,How to build a business that lasts 100 years,Martin Reeves,2016-08-09,14M54S,biology,future,innovation
1425,MartinSeligman_2004.stm,/talks/burt_rutan_the_real_future_of_space_exploration,The real future of space exploration,Burt Rutan,2006-10-25,19M37S,business,design,engineering
1426,MartinVilleneuve_2013.stm,/talks/martin_villeneuve_how_i_made_an_impossible_film,How I made an impossible film,Martin Villeneuve,2013-06-07,10M55S,creativity,economics,entertainment
1427,MarvinMinsky_2003.stm,/talks/marvin_minsky_health_and_the_human_mind,Health and the human mind,Marvin Minsky,2008-09-22,13M33S,brain,health,humanity
1428,MarwaAlSabouni_2016V.stm,/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war,How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,2016-07-05,10M25S,architecture,community,violence
1429,MaryBassett_2015P.stm,/talks/mary_bassett_why_your_doctor_should_care_about_social_justice,Why your doctor should care about social justice,Mary Bassett,2016-02-25,13M49S,Africa,AIDS,disease
1430,MaryJepsen_2013.stm,/talks/mary_lou_jepsen_could_future_devices_read_images_from_our_brains,Could future devices read images from our brains?,Mary Lou Jepsen,2014-03-03,10M26S,brain,creativity,neuroscience
1431,MarynMcKenna_2015.stm,/talks/maryn_mckenna_what_do_we_do_when_antibiotics_don_t_work_any_more,What do we do when antibiotics don't work any more?,Maryn McKenna,2015-06-25,16M59S,disease,health,medicine
1432,MaryNorris_2016.stm,/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen,The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,2016-04-15,9M49S,communication,storytelling,journalism
1433,MaryRoach_2009.stm,/talks/mary_roach_10_things_you_didn_t_know_about_orgasm,10 things you didn't know about orgasm,Mary Roach,2009-05-20,16M43S,culture,history,humor
1434,MaryRobinson_2015W.stm,/talks/mary_robinson_why_climate_change_is_a_threat_to_human_rights,Why climate change is a threat to human rights,Mary Robinson,2015-09-23,21M47S,climate change,global issues,humanity
1435,MassimoBanzi_2012G.stm,/talks/massimo_banzi_how_arduino_is_open_sourcing_imagination,How Arduino is open-sourcing imagination,Massimo Banzi,2012-06-27,15M46S,creativity,drones,robots
1436,MathiasJud_2015G.stm,/talks/mathias_jud_art_that_lets_you_talk_back_to_nsa_spies,Art that lets you talk back to NSA spies,Mathias Jud,2015-10-29,12M56S,art,communication,Europe
1437,MathieuLehanneur_2009G.stm,/talks/mathieu_lehanneur_science_inspired_design,Science-inspired design,Mathieu Lehanneur,2009-11-17,18M4S,design,disease,innovation
1438,MattCutts_2011U.stm,/talks/matt_cutts_try_something_new_for_30_days,Try something new for 30 days,Matt Cutts,2011-07-01,3M27S,culture,success,
1439,MatthewCarter_2014.stm,/talks/matthew_carter_my_life_in_typefaces,My life in typefaces,Matthew Carter,2014-04-18,16M1S,design,industrial design,typography
1440,MatthewChilds_2009U.stm,/talks/matthew_childs_9_life_lessons_from_rock_climbing,9 life lessons from rock climbing,Matthew Childs,2009-04-17,4M48S,entertainment,environment,nature
1441,MatthewOReilly_2014S.stm,/talks/matthew_o_reilly_am_i_dying_the_honest_answer,“Am I dying?” The honest answer.,Matthew O'Reilly,2014-09-25,5M33S,death,health,medicine
1442,MatthewWilliams_2015X.stm,/talks/matthew_williams_special_olympics_let_me_be_myself_a_champion,Special Olympics let me be myself -- a champion,Matthew Williams,2016-02-05,14M12S,bullying,community,disability
1443,MatthieuRicard_2004.stm,/talks/dan_gilbert_the_surprising_science_of_happiness,The surprising science of happiness,Dan Gilbert,2006-09-26,21M16S,brain,culture,evolution
1444,MatthieuRicard_2014G.stm,/talks/matthieu_ricard_how_to_let_altruism_be_your_guide,How to let altruism be your guide,Matthieu Ricard,2015-01-20,16M7S,communication,compassion,
1445,MattKenyon_2015U.stm,/talks/matt_kenyon_a_secret_memorial_for_civilian_casualties,A secret memorial for civilian casualties,Matt Kenyon,2015-08-13,6M55S,TED Fellows,art,war
